False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,4.0,1.0,9.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.05,0.0,0.0,2.0,3.0,2.0,2.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,10.0,0.02,0.0,0.0,2.0,3.0,3.0,1.0,4.0,2.0,1
False,0.0,0.0,0.0,0.0,19.0,0.015789474,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,2.0,2.0,4.0,3.0,3.0,2.0,0
False,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,1.0,2.0,1.0,5.0,2.0,1
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,2.0,2.0,2.0,2.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4,2.0,2.0,4.0,1.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,16.0,0.01875,0.0,0.4,2.0,1.0,1.0,4.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,0
False,2.0,53.0,0.0,0.0,23.0,0.008333333,0.0,0.0,2.0,1.0,1.0,9.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,1.0,4.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,1
False,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,5.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,2.0,2.0,4.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,1
False,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,3.0,2.0,0
False,4.0,64.6,0.0,0.0,32.0,0.002857143,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,4.0,0.05,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2,2.0,2.0,6.0,1.0,3.0,2.0,0
False,1.0,6.0,1.0,0.0,45.0,0.043478261,54.17976426,0.4,2.0,3.0,2.0,1.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,6.0,2.0,1
False,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,10.0,0.04,0.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,14.0,0.014285714,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,52.0,0.015384615,0.0,0.0,2.0,2.0,2.0,7.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,8.0,0.025,0.0,0.0,2.0,3.0,2.0,1.0,4.0,2.0,1
False,2.0,18.0,0.0,0.0,5.0,0.0,0.0,0.8,2.0,2.0,2.0,8.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,7.0,0.028571429,0.0,0.6,2.0,2.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,6.0,2.0,0
False,1.0,9.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6,2.0,1.0,1.0,3.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,2.0,3.0,2.0,2.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,22.0,0.003030303,0.0,0.2,2.0,2.0,5.0,1.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,14.0,0.017142857,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.066666667,0.0,0.2,2.0,3.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,2.0,2.0,2.0,3.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,1.0,3.0,4.0,2.0,1
False,0.0,0.0,0.0,0.0,12.0,0.011111111,0.0,0.2,2.0,3.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1
False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,4.0,0.05,0.0,0.4,2.0,3.0,3.0,1.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.2,2.0,2.0,4.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,2.0,3.0,2.0,3.0,3.0,2.0,0
False,4.0,56.0,2.0,120.0,36.0,0.0,19.44707913,0.2,2.0,2.0,2.0,4.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4,2.0,2.0,6.0,6.0,3.0,2.0,0
False,2.0,16.0,0.0,0.0,16.0,0.011764706,0.0,0.6,2.0,2.0,4.0,2.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,2.0,1.0,1.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,8.0,0.05,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0
False,12.0,279.4166667,0.0,0.0,42.0,0.009,38.30849268,0.0,2.0,1.0,1.0,3.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,4.0,2.0,1
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,0
True,3.0,87.83333333,0.0,0.0,27.0,0.0,22.9160357,0.8,2.0,2.0,2.0,3.0,1.0,2.0,0
False,4.0,44.0,0.0,0.0,90.0,0.002150538,0.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,2.0,2.0,2.0,5.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,4.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.2,2.0,3.0,2.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,6.0,1.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,20.0,0.025,0.0,0.0,2.0,2.0,6.0,6.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,2.0,2.0,2.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,0
True,10.0,1005.666667,0.0,0.0,36.0,0.004347826,11.43941195,0.0,2.0,2.0,6.0,1.0,2.0,2.0,0
False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,2.0,3.0,2.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,2.0,1
False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.8,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,12.0,0.016666667,0.0,0.0,2.0,3.0,2.0,4.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.8,2.0,2.0,2.0,2.0,1.0,2.0,1
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,7.0,0.057142857,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0
False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,7.0,0.028571429,0.0,0.4,2.0,4.0,1.0,3.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,0
False,2.0,36.0,0.0,0.0,15.0,0.0,0.0,0.4,2.0,1.0,1.0,1.0,3.0,2.0,0
False,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1
